exam_year,ks,subject_code,subject_name,n_entries,n_grades_astar_to_c,percent_entries_astar_to_c
2018,5,5670,German,103,92,89.3
2018,5,5690,Italian,3,c,c
2018,5,5730,Portuguese,12,9,75.0
2018,5,5750,Spanish,421,403,95.7
2018,5,5910,Arabic,2,c,c
2018,5,5950,Chinese,19,19,100.0
2018,5,6070,Polish,63,55,87.3
2018,5,6090,Russian,8,8,100.0
2018,5,6110,Turkish,1,c,c
2018,5,6150,Persian,2,c,c
2018,5,6530,Class.Civilisation,72,61,84.7
2018,5,6610,Latin,6,6,100.0
2018,5,7010,Music,354,295,83.3
2018,5,7040,Music Technology,2,c,c
2018,5,7210,Sport/P.E. Studies,535,482,90.1
2018,5,7230,Dance,2,c,c
2018,5,7410,Accounting/Finance,116,101,87.1
2018,5,8900,Design& Technology,580,489,84.3
2018,5,9050,D&T Textiles Tech.,3,c,c
2018,5,9060,D&T Systems & Cont,11,11,100.0
2018,5,9080,D&T Product Design,367,225,61.3
2019,5,0003,Health and Social Care,2500,2265,90.6
2019,5,0015,Performing Arts,176,153,86.9
2019,5,1010,Biology,2380,2045,85.9
2019,5,1110,Chemistry,1518,1343,88.5
2019,5,1210,Physics,1068,870,81.5
2019,5,1730,Science: Electronics,6,5,83.3
2019,5,1750,Science: Environmental,120,94,78.3
2019,5,1770,Science: Geology,15,12,80.0
2019,5,2210,Mathematics,2722,2452,90.1
2019,5,2330,Maths (Further),167,164,98.2
2019,5,2610,Computer Studies / Computing,329,267,81.2
2019,5,2650,Information and Communication Technology,944,697,73.8
2019,5,3210,Business,1847,1565,84.7
2019,5,3310,Home Economics,585,519,88.7
2019,5,3510,Art and Design,764,707,92.5
2019,5,3570,Art and Design (Photography),43,38,88.4
2019,5,3650,Art and Design (Textiles),4,c,c
2019,5,3690,Art and Design (Fine Art),35,35,100.0
2019,5,3830,History of Art,2,c,c
2019,5,3910,Geography,1529,1354,88.6
2019,5,4010,History,1598,1372,85.9
2019,5,4410,Economics,293,265,90.4
2019,5,4610,Religious Studies,1732,1538,88.8
2019,5,4770,Law,5,c,c
2019,5,4830,Government and Politics,937,833,88.9
2019,5,4850,Psychology,448,323,72.1
2019,5,4890,Sociology,669,546,81.6
2019,5,5010,English,28,17,60.7
2019,5,5030,English Language,44,36,81.8
2019,5,5110,English Literature,1601,1405,87.8
2019,5,5210,Drama and Theatre Studies,348,327,94.0
2019,5,5350,Media,462,393,85.1
2019,5,5360,Film Studies,9,c,c
2019,5,5550,Irish,283,268,94.7
2019,5,5650,French,350,328,93.7
2019,5,5670,German,68,66,97.1
2019,5,5690,Italian,2,c,c
2019,5,5730,Portuguese,14,8,57.1
2019,5,5750,Spanish,441,429,97.3
2019,5,5910,Arabic,4,c,c
2019,5,5950,Chinese,28,28,100.0
2019,5,6070,Polish,57,52,91.2
2019,5,6090,Russian,8,8,100.0
2019,5,6110,Turkish,1,c,c
2019,5,6130,Urdu,2,c,c
2019,5,6510,Ancient History,9,8,88.9
2019,5,6530,Classic Civilisation,65,57,87.7
2019,5,6610,Latin,7,6,85.7
2019,5,7010,Music,279,228,81.7
2019,5,7040,Music Technology,1,c,c
2019,5,7210,Sport / P.E. Studies,242,219,90.5
2019,5,7410,Accounting / Finance,92,78,84.8
2019,5,8210,IT and Art,450,395,87.8
2019,5,8900,Design and Technology,588,498,84.7
2019,5,9050,Design and Technology: Textiles Technology,8,5,62.5
2019,5,9080,Design and Technology: Product Design,264,188,71.2
2019,5,KD1,Journalism,93,87,93.5
2019,5,LB1,Dance,4,c,c
2019,5,MA11,Sports Science,283,255,90.1
2019,5,NK1,Travel and Tourism,5,5,100.0
2019,5,RA1B,Applied Science,427,286,67.0
2020,5,0003,Health and Social Care,2715,2623,96.6
2020,5,0015,Performing Arts,234,227,97.0
2020,5,1010,Biology,2448,2340,95.6
2020,5,1110,Chemistry,1642,1602,97.6
2020,5,1210,Physics,996,950,95.4
2020,5,1730,Science: Electronics,10,10,100.0
2020,5,1750,Science: Environmental,115,106,92.2
2020,5,1770,Science: Geology,11,11,100.0
2020,5,2210,Mathematics,2839,2744,96.7
2020,5,2330,Maths (Further),154,154,100.0
2020,5,2610,Computer Studies / Computing,343,331,96.5
2020,5,2650,Information and Communication Technology,824,764,92.7
2020,5,3210,Business,1814,1735,95.6
2020,5,3310,Home Economics,600,566,94.3
2020,5,3510,Art and Design,773,745,96.4
2020,5,3570,Art and Design (Photography),31,29,93.5
2020,5,3650,Art and Design (Textiles),8,8,100.0
2020,5,3690,Art and Design (Fine Art),48,48,100.0
2020,5,3910,Geography,1448,1386,95.7
2020,5,4010,History,1622,1561,96.2
2020,5,4410,Economics,259,254,98.1
2020,5,4610,Religious Studies,1721,1665,96.7
2020,5,4770,Law,10,6,60.0
2020,5,4830,Government and Politics,973,926,95.2
2020,5,4850,Psychology,409,362,88.5
2020,5,4890,Sociology,650,639,98.3
2020,5,5010,English,33,28,84.8
2020,5,5030,English Language,30,30,100.0
2020,5,5110,English Literature,1574,1520,96.6
2020,5,5210,Drama and Theatre Studies,324,324,100.0
2020,5,5350,Media,463,445,96.1
2020,5,5360,Film Studies,12,11,91.7
2020,5,5550,Irish,302,294,97.4
2020,5,5650,French,324,319,98.5
2020,5,5670,German,89,89,100.0
2020,5,5690,Italian,2,c,c
2020,5,5730,Portuguese,13,13,100.0
2020,5,5750,Spanish,462,456,98.7
2020,5,5910,Arabic,15,15,100.0
2020,5,5950,Chinese,5,5,100.0
2020,5,6070,Polish,35,29,82.9
2020,5,6090,Russian,6,6,100.0
2020,5,6530,Classic Civilisation,73,70,95.9
2020,5,6550,Classical Greek,1,c,c
2020,5,6610,Latin,10,10,100.0
2020,5,7010,Music,253,250,98.8
2020,5,7210,Sport / P.E. Studies,293,284,96.9
2020,5,7410,Accounting / Finance,48,47,97.9
2020,5,8210,IT and Art,445,432,97.1
2020,5,8900,Design and Technology,521,497,95.4
2020,5,9050,Design and Technology: Textiles Technology,15,13,86.7
2020,5,9080,Design and Technology: Product Design,205,179,87.3
2020,5,KD1,Journalism,101,96,95.0
2020,5,LB1,Dance,7,7,100.0
2020,5,MA11,Sports Science,206,202,98.1
2020,5,RA1B,Applied Science,400,363,90.8
2021,5,0003,Health and Social Care,3073,2938,95.6
2021,5,0015,Performing Arts,216,208,96.3
2021,5,1010,Biology,2649,2527,95.4
2021,5,1110,Chemistry,1750,1675,95.7
2021,5,1210,Physics,1214,1136,93.6
2021,5,1730,Science: Electronics,9,9,100.0
2021,5,1750,Science: Environmental,125,117,93.6
2021,5,1770,Science: Geology,19,18,94.7
2021,5,2210,Mathematics,3045,2866,94.1
2021,5,2330,Maths (Further),177,174,98.3
2021,5,2610,Computer Studies / Computing,337,320,95.0
2021,5,2650,Information and Communication Technology,708,683,96.5
2021,5,3210,Business,1818,1738,95.6
2021,5,3310,Home Economics,664,645,97.1
2021,5,3510,Art and Design,717,695,96.9
2021,5,3570,Art and Design (Photography),27,26,96.3
2021,5,3650,Art and Design (Textiles),7,6,85.7
2021,5,3690,Art and Design (Fine Art),43,41,95.3
2021,5,3910,Geography,1832,1756,95.9
2021,5,4010,History,2019,1928,95.5
2021,5,4410,Economics,249,243,97.6
2021,5,4610,Religious Studies,1646,1589,96.5
2021,5,4770,Law,6,5,83.3
2021,5,4830,Government and Politics,942,893,94.8
2021,5,4850,Psychology,463,417,90.1
2021,5,4890,Sociology,753,701,93.1
2021,5,5010,English,35,28,80.0
2021,5,5030,English Language,46,43,93.5
2021,5,5110,English Literature,1427,1354,94.9
2021,5,5210,Drama and Theatre Studies,357,356,99.7
2021,5,5350,Media,420,397,94.5
2021,5,5360,Film Studies,9,8,88.9
2021,5,5550,Irish,312,307,98.4
2021,5,5650,French,317,309,97.5
2021,5,5670,German,90,89,98.9
2021,5,5690,Italian,2,c,c
2021,5,5730,Portuguese,3,c,c
2021,5,5750,Spanish,438,430,98.2
2021,5,5910,Arabic,7,6,85.7
2021,5,5950,Chinese,4,c,c
2021,5,6070,Polish,23,21,91.3
2021,5,6090,Russian,3,c,c
2021,5,6510,Ancient History,9,8,88.9
2021,5,6530,Classic Civilisation,44,41,93.2
2021,5,6610,Latin,4,c,c
2021,5,7010,Music,227,226,99.6
2021,5,7210,Sport / P.E. Studies,287,281,97.9
2021,5,7410,Accounting / Finance,76,65,85.5
2021,5,8210,IT and Art,375,353,94.1
2021,5,8900,Design and Technology,617,586,95.0
2021,5,9050,Design and Technology: Textiles Technology,22,15,68.2
2021,5,9080,Design and Technology: Product Design,161,140,87.0
2021,5,KD1,Journalism,91,84,92.3
2021,5,LB1,Dance,5,5,100.0
2021,5,MA11,Sports Science,208,200,96.2
2021,5,RA1B,Applied Science,455,404,88.8
