id,id_raw,name,city,county,postcode,status,type,lat,lon
5420260,,"Royal School, Dungannon",,County Tyrone,BT71 6AP,,,54.5023372,-6.7616436
5410013,,Banbridge Academy,,County Down,BT32 4AQ,,,54.357088,-6.2674035
5420062,,St Colman's College,,County Down,BT35 6PP,,,54.1880152,-6.34082
4420259,,"Our Lady and St Patrick's College, Knock",,County Down,BT5 7DL,,,54.585601,-5.8405899
3420010,,St Louis' Grammar School,,County Down,BT34 4EU,,,54.0657672,-6.0315991
3420010,,St Louis' Grammar School,,County Down,BT34 4EU,,,54.0657672,-6.0315991
3420077,,Belfast High School,,County Antrim,BT37 0PX,,,54.6883847,-5.8756819
1420028,,Belfast Royal Academy,,County Antrim,BT14 6JL,,,54.6149228,-5.9390221
1420021,,St Mary's Christian Brothers' Grammar School,,County Antrim,BT11 8NR,,,54.5835397,-6.0029513
1420095,,Rathmore,,County Antrim,BT10 0LF,,,54.5507763,-5.99163085
1420030,,St Malachy's College,,County Antrim,BT15 2AE,,,54.60933655,-5.93874455
3410209,,Antrim Grammar School,,County Antrim,BT41 1AF,,,54.72175337,-6.212335467
4420044,,Sullivan Upper School,,County Down,BT18 9EP,,,54.6347752,-5.8374336
4420015,,Bangor Grammar School,,County Down,BT19 7QU,,,54.6430585,-5.6488219
1420095,,Rathmore,,County Antrim,BT10 0LF,,,54.5507763,-5.99163085
5420260,,"Royal School, Dungannon",,County Tyrone,BT71 6AP,,,54.5023372,-6.7616436
5410013,,Banbridge Academy,,County Down,BT32 4AQ,,,54.357088,-6.2674035
5420062,,St Colman's College,,County Down,BT35 6PP,,,54.1880152,-6.34082
4420259,,"Our Lady and St Patrick's College, Knock",,County Down,BT5 7DL,,,54.585601,-5.8405899
3420010,,St Louis' Grammar School,,County Down,BT34 4EU,,,54.0657672,-6.0315991
3420010,,St Louis' Grammar School,,County Down,BT34 4EU,,,54.0657672,-6.0315991
3420077,,Belfast High School,,County Antrim,BT37 0PX,,,54.6883847,-5.8756819
1420028,,Belfast Royal Academy,,County Antrim,BT14 6JL,,,54.6149228,-5.9390221
1420030,,St Malachy's College,,County Antrim,BT15 2AE,,,54.60933655,-5.93874455
3410209,,Antrim Grammar School,,County Antrim,BT41 1AF,,,54.72175337,-6.212335467
1420022,,Methodist College,,County Antrim,BT9 6BY,,,54.5839071,-5.9409888
4420044,,Sullivan Upper School,,County Down,BT18 9EP,,,54.6347752,-5.8374336
3420012,,Dalriada School,,County Antrim,BT53 6BL,,,55.0728006,-6.5227957
5420260,,"Royal School, Dungannon",,County Tyrone,BT71 6AP,,,54.5023372,-6.7616436
1420021,,St Mary's Christian Brothers' Grammar School,,County Antrim,BT11 8NR,,,54.5835397,-6.0029513
4420015,,Bangor Grammar School,,County Down,BT19 7QU,,,54.6430585,-5.6488219
5420059,,Christian Brothers' Abbey Grammar School,,County Down,BT34 1QN,,,54.19009855,-6.3305776
5410067,,Portadown College,,County Armagh,BT63 5BU,,,54.4239498,-6.4254452
3420077,,Belfast High School,,County Antrim,BT37 0PX,,,54.6883847,-5.8756819
3420010,,St Louis' Grammar School,,County Down,BT34 4EU,,,54.0657672,-6.0315991
3420010,,St Louis' Grammar School,,County Down,BT34 4EU,,,54.0657672,-6.0315991
1420027,,Royal Belfast Academical Institution,,County Antrim,BT1 6DL,,,54.5968341,-5.9365843
3410008,,Ballyclare High School (Grammar),,County Antrim,BT39 9HJ,,,54.75407857,-6.0031047
3410209,,Antrim Grammar School,,County Antrim,BT41 1AF,,,54.72175337,-6.212335467
4420259,,"Our Lady and St Patrick's College, Knock",,County Down,BT5 7DL,,,54.585601,-5.8405899
1420095,,Rathmore,,County Antrim,BT10 0LF,,,54.5507763,-5.99163085
4420086,,Assumption Grammar School,,County Down,BT24 8EA,,,54.4057683,-5.8967141
4420044,,Sullivan Upper School,,County Down,BT18 9EP,,,54.6347752,-5.8374336
3420012,,Dalriada School,,County Antrim,BT53 6BL,,,55.0728006,-6.5227957
4420088,,St Patrick's Grammar (Downpatrick),,County Down,BT30 6NJ,,,54.33048205,-5.70956485
5420260,,"Royal School, Dungannon",,County Tyrone,BT71 6AP,,,54.5023372,-6.7616436
1420021,,St Mary's Christian Brothers' Grammar School,,County Antrim,BT11 8NR,,,54.5835397,-6.0029513
4420015,,Bangor Grammar School,,County Down,BT19 7QU,,,54.6430585,-5.6488219
3410209,,Antrim Grammar School,,County Antrim,BT41 1AF,,,54.72175337,-6.212335467
5420059,,Christian Brothers' Abbey Grammar School,,County Down,BT34 1QN,,,54.19009855,-6.3305776
4420086,,Assumption Grammar School,,County Down,BT24 8EA,,,54.4057683,-5.8967141
4420259,,"Our Lady and St Patrick's College, Knock",,County Down,BT5 7DL,,,54.585601,-5.8405899
3410008,,Ballyclare High School (Grammar),,County Antrim,BT39 9HJ,,,54.75407857,-6.0031047
5410067,,Portadown College,,County Armagh,BT63 5BU,,,54.4239498,-6.4254452
3420010,,St Louis' Grammar School,,County Down,BT34 4EU,,,54.0657672,-6.0315991
3420010,,St Louis' Grammar School,,County Down,BT34 4EU,,,54.0657672,-6.0315991
1420095,,Rathmore,,County Antrim,BT10 0LF,,,54.5507763,-5.99163085
1420020,,Campbell College,,County Down,BT4 2ND,,,54.5994814,-5.8489456
1420027,,Royal Belfast Academical Institution,,County Antrim,BT1 6DL,,,54.5968341,-5.9365843
3420077,,Belfast High School,,County Antrim,BT37 0PX,,,54.6883847,-5.8756819
1420089,,Strathearn School,,County Down,BT4 2AU,,,54.6016281,-5.8617034
1420277,,Aquinas Grammar,,County Down,BT6 0BY,,,54.57648405,-5.90925365
